Provider_N,Location,County,Address,City,State,Zip,MailingAdd,MailingCit,MailingSta,MailingZip,Email,Phone,LicenseCap,Operation_,Operatio_1,Hours_Open,Hours_Clos,Infant_0_T,Toddler_13,Preschool_,Pre_K_Serv,School_Age,Ages_Other,Accepts_Ch,Has_Evenin,Has_Drop_I,Has_School,Has_Transp,Has_Tran_1,Has_Cacfp,Accreditat,Program_Ty,Provider_T,Exemption_,Available_,Funded_Pre,QR_Partici,QR_Rated,QR_Rating,Region,addrstatus,addrtype,addrlocat
CCLC-308,Pride and Joy Day Care Center,Troup,102 Durand Rd.,LaGrange,GA,"30241",102 Durand Rd.,LaGrange,GA,"30241",nsnellings@charter.net,(706) 812-8393,"125",JAN FEB MAR APR JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,17:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.039711,-84.9921955"
CCLC-23065,Pride and Joy Daycare Learning Academy,Clayton,2155 Forest Parkway,Morrow,GA,"30260",2155 Forest Parkway,Morrow,GA,"30260",info@pandjacademy.com,(404) 363-2765,"150",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.6100072,-84.3184976"
CCLC-33470,Pride and Joy Daycare Learning Academy II,Henry,814 Hampton Road,McDonough,GA,"30253",814 Hampton Road,McDonough,GA,"30253",info2@pandjacademy.com,(770) 320-9898,"169",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,22:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SW,OK,ROOFTOP,"33.4344903,-84.1713329"
CCLC-311,Prime Care Learning Center,Fulton,6755 Old National Hwy.,College Park,GA,"30349",P.O. Box 960295,Riverdale,GA,"30296",michelle@primecarelearning.com,(770) 997-9305,"173",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,NW,OK,ROOFTOP,"33.5709612,-84.4689873"
CCLC-310,Prime Care Learning Center II,Clayton,6550 Church Street,Riverdale,GA,"30274",PO Box 960295,Riverdale,GA,"30296",chrislen@primecarelearning.com,(770) 997-3435,"179",JAN FEB MAR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.5759046,-84.41394269999999"
CCLC-17654,Prime Care Learning Center III,Gwinnett,2115 Rockbridge Road,Stone Mountain,GA,"30087",P.O. Box 960295,Riverdale,GA,"30296",cecilia@primecarelearning.com,(770) 469-2000,"173",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,NE,OK,ROOFTOP,"33.8202252,-84.1122233"
CCLC-38620,Prime Care Learning Center IV,Henry,94 Stoney Brook Way,McDonough,GA,"30253",P.O. Box 960295,Riverdale,GA,"30296",alex@primecarelearning.com,(770) 898-4050,"180",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,23:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",SW,OK,ROOFTOP,"33.3973742,-84.1748764"
CCLC-45926,Prime Step,Cobb,1800 Water Place Ste 228,Atlanta,GA,"30339",1800 Water Place Ste 228,Atlanta,GA,"30339",danilasousa543@yahoo.com,(770) 980-8448,"85",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.9071369,-84.4847283"
CCLC-726,Primrose School at Eastlake,Cobb,2065 Roswell Rd,Marietta,GA,"30062",2065 Roswell Rd,Marietta,GA,"30062",admin@primroseeastlake.com,(770) 971-0148,"136",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.9668075,-84.4924332"
CCLC-779,Primrose School at Johns Creek,Forsyth,7396 McGinnis Ferry Road,Suwanee,GA,"30024",7396 McGinnis Ferry Road,Suwanee,GA,"30024",director@primrosejohnscreek.comcastbiz.net,(770) 476-9024,"171",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,SACS,Child Care Learning Center,CCLC,NA,"22","22",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.0606253,-84.1539422"
CCLC-26020,Primrose School at Macland Pointe,Cobb,1815 Macland Road,Marietta,GA,30064-4109,1815 Macland Road,Marietta,GA,30064-4109,director@primrosemaclandpointe.com,(770) 425-0035,"176",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.9042243,-84.6075582"
CCLC-36980,Primrose School of Cumming West,Forsyth,5745 Steeplechase Blvd.,Cumming,GA,"30040",5745 Steeplechase Blvd.,Cumming,GA,"30040",kpiatty@primrosecummingwest.com,(678) 455-6008,"202",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,06:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,NE,OK,ROOFTOP,"34.1699481,-84.18229219999999"
CCLC-17864,Primrose School of Harmony on the Lakes,Cherokee,404 Argonne Terrace,Holly Springs,GA,"30115",P.O. Box 3108,Suwanee,GA,"30024",ourschool@primroseharmony.com,(770) 704-0721,"184",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,NW,OK,ROOFTOP,"34.1955852,-84.4500434"
CCLC-50326,Primrose School of Johns Creek Northwest,Fulton,11130 Jones Bridge Rd.,Alpharetta,GA,"30022",11130 Jones Bridge Rd.,Alpharetta,GA,"30022",SMosac@primrosejohnscreeknorthwest.com,(770) 664-8911,"173",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,22:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.0534788,-84.2192754"
CCLC-49231,Primrose School of Lassiter,Cobb,2821 Lassiter Rd.,Marietta,GA,"30062",2821 Lassiter Rd.,Marietta,GA,"30062",primrosesl@aol.com,(770) 641-8535,"135",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CW,OK,ROOFTOP,"34.0189811,-84.4269999"
CCLC-30341,Primrose School of Lawrenceville North,Gwinnett,625 Russell Road,Lawrenceville,GA,"30043",625 Russell Road,Lawrenceville,GA,"30043",hinesteam@comcast.net,(770) 962-9595,"164",JAN FEB MAR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,NE,OK,ROOFTOP,"34.0069109,-83.9905612"
CCLC-1758,Primrose School of Mansell,Fulton,1015 Kingswood Place,Alpharetta,GA,"30004",131 Saddle Mountain Road,Rome,GA,"30161",director@primrosemansell.com,(770) 552-1986,"180",JAN FEB MAR APR JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.0390439,-84.3228543"
CCLC-23864,Primrose School of Sixes Road,Cherokee,95 Ridge Road,Canton,GA,"30114",6010 Fords Lake Court,Acworth,GA,"30101",gpbaude@yahoo.com,(770) 479-9500,"183",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"22","22",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.1740936,-84.55051550000002"
CCLC-26202,Primrose School of Sprayberry,Cobb,2531 E. Piedmont Rd.,Marietta,GA,"30062",2531 E. Piedmont Rd.,Marietta,GA,"30062",director@primrosesprayberry.com,(770) 578-4832,"152",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"34.010879,-84.4917775"
CCLC-32037,Primrose School of Suwanee West,Gwinnett,800 Peachtree Industrial Blvd.,Suwanee,GA,"30024",800 Peachtree Industrial Blvd.,Suwanee,GA,"30024",denise@primrosesuwaneewest.com,(770) 932-3900,"185",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"44","44",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.0557292,-84.0823484"
CCLC-212,Primrose School of Woodstock,Cherokee,401 Sherwood Dr.,Woodstock,GA,"30188",P.O. Box 800099,Roswell,GA,"30075",rdalton@primrosewoodstock.com,(770) 924-0084,"157",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"22","22",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.1038228,-84.5275844"
CCLC-22934,Princeton Academy,Cobb,730 Fairgate Road,Marietta,GA,"30064",730 Fairgate Road,Marietta,GA,"30064",princetonacademyfairgate@gmail.com,(678) 213-4075,"106",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.9354796,-84.55952169999999"
CCLC-49640,Princeton Academy II,Cobb,1940 Austell Road,Marietta,GA,"30008",1940 Austell Road,Marietta,GA,"30008",princetonacademymarietta@gmail.com,(770) 432-0059,"147",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.90635049999999,-84.56343070000001"
LSS-23237,Princeton Elementary,DeKalb,1321 South Deshon Road,Lithonia,GA,"30058",1321 South Deshon Road,Lithonia,GA,"30058",angela_b_hairston@Dekalbschoolsga.org,(678) 875-3002,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7615009,-84.1144029"
CCLC-46584,Providence Academy,Hall,7355 Tribble Gap Rd.,Alto,GA,"30510",6452 Sweet Laurel Run,Sugar Hill,GA,"30510",providenceacademy2016@gmail.com,(770) 869-3422,"56",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",NE,OK,ROOFTOP,"34.4301744,-83.6490987"
LSS-30874,Providence Elementary,Carroll,287 Rainey Road,Temple,GA,"30179",287 Rainey Road,Temple,GA,"30179",christi.mclendon@carrollcountyschools.com,(770) 537-8100,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.7476708,-85.02423929999999"
CCLC-29914,PSC Learning Center #2,Cobb,718 Concord Rd. SE,Smyrna,GA,"30082",718 Concord Rd. SE,Smyrna,GA,"30082",psclearningcenter@gmail.com,(770) 436-1156,"94",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.8724648,-84.53255159999999"
LSS-1418,Pulaski Elementary,Chatham,1001 Tibet Ave.,Savannah,GA,"31419",1001 Tibet Ave.,Savannah,GA,"31419",antonio.byrd@sccpss.com,(912) 395-6466,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,ROOFTOP,"31.9968896,-81.15554089999999"
CCLC-4104,Pure Love Learning Center,Clayton,6120 Hwy 85,Riverdale,GA,30274-1623,6120 Hwy 85,Riverdale,GA,30274-1623,purluvl@bellsouth.net,(770) 997-1575,"77",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"3",CW,OK,ROOFTOP,"33.5878558,-84.4089286"
LSS-318,Putnam County Head Start,Putnam,162 Old Glenwood Springs Road,Eatonton,GA,"31024",162 Old Glenwood Springs Road,Eatonton,GA,"31024",christel_nelson@putnam.k12.ga.us,(706) 485-8081,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NAEYC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.3106849,-83.39781599999999"
LSS-32916,Putnam County Primary School,Putnam,162 Old Glenwood Springs Road,Eatonton,GA,"31024",162 Old Glenwood Springs Road,Eatonton,GA,"31024",christel_nelson@putnam.k12.ga.us,(706) 485-8081,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"110","110",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.3106849,-83.39781599999999"
LSS-707,Quail Run Elementary,Houston,250 Smithville Church Rd.,Warner Robins,GA,31088-7802,250 Smithville Church Rd.,Warner Robins,GA,31088-7802,dana.wiggins@hcbe.net,(478) 953-0415,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.608491,-83.688552"
CCLC-17624,Quilla Early Learning Academy,Glynn,109 Center Drive,Brunswick,GA,"31520",109 Center Drive,Brunswick,GA,"31520",ahitson@gmail.com,(912) 267-0100,"271",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"2",SE,OK,ROOFTOP,"31.2190107,-81.495772"
LSS-321,Quitman Co. Pre-K,Quitman,173 Keigler Road,Georgetown,GA,"39854",173 Kaigler Road,Georgetown,GA,"39854",ayme.murdock@quitman.k12.ga.us,(229) 334-4298,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,SW,OK,RANGE_INTERPOLATED,"31.8825062,-85.0829205"
CCLC-2061,R L Mack Head Start,Tift,64 Tifton Eldorado Rd,Tifton,GA,"31794",64 Tifton Eldorado Rd,Tifton,GA,"31794",tdavis@cpheadstart.org,(229) 382-5110,"195",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,15:00:00,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SW,OK,ROOFTOP,"31.4436971,-83.4968774"
LSS-30761,R. B. Wright Elementary,Colquitt,1812 Second St. SE,Moultrie,GA,31768-1111,1812 Second St. SE,Moultrie,GA,31768-1111,ismith@colquitt.k12.ga.us,(229) 890-6186,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"64","64",FALSE,FALSE,NA,SW,OK,ROOFTOP,"31.15548039999999,-83.7873723"
CCLC-1197,R. Kirk Landon Learning Center,Fulton,1015 Tumlin Street,Atlanta,GA,"30318",1015 Tumlin Street,Atlanta,GA,"30318",erica.watson@brighthorizons.com,(404) 249-1500,"137",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NAEYC,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",NW,OK,ROOFTOP,"33.7825082,-84.4002714"
LSS-1446,R. M. Moore Elementary School,Cherokee,1375 Puckett Rd,Waleska,GA,30183-3353,1375 Puckett Rd,Waleska,GA,30183-3353,Denna.Vance@cherokeek12.net,(770) 704-1212,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.3391,-84.52878"
LSS-36277,Rabun County Primary School,Rabun,801 East Boggs Mountain Rd.,Tiger,GA,"30576",801 East Boggs Mountain Rd.,Tiger,GA,"30576",kmckay@rabuncountyschools.org,(706) 782-3831,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"108","108",FALSE,FALSE,NA,NE,OK,GEOMETRIC_CENTER,"34.8278273,-83.395758"
CCLC-33037,Rainbow Academy of Learning,DeKalb,4177 Rainbow Drive,Decatur,GA,"30034",4177 Rainbow Drive,Decatur,GA,"30034",fbivins@globalchildcarecenter.com,(404) 534-9379,"236",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.7063251,-84.2203459"
CCLC-36387,Rainbow Child Care Center (Buford),Gwinnett,3966 South Bogan Road Suite A,Buford,GA,"30519",3966 South Bogan Road Suite A,Buford,GA,"30519",dsmith@rainbowccc.com,(678) 714-7021,"208",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,NE,OK,ROOFTOP,"34.0982723,-83.978624"
CCLC-37615,Rainbow Child Care Center (McDonough),Henry,4075 East Lake Pkwy,McDonough,GA,"30253",4075 Eastlake Pkwy,McDonough,GA,"30253",mcdonough@rainbowccc.com,(770) 957-3077,"234",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"2",SW,OK,ROOFTOP,"33.5201664,-84.18599979999999"
CCLC-38142,Rainbow Child Care Center (Sugar Hill),Gwinnett,4540 Nelson Brogdon Blvd,Sugar Hill,GA,"30518",4540 Nelson Brogdon Blvd,Sugar Hill,GA,"30518",sugarhill@rainbowccc.com,(678) 482-2356,"126",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",NE,OK,ROOFTOP,"34.0988606,-84.0193409"
LSS-1324,Rainbow Elementary,DeKalb,2801 Kelley Chapel Rd.,Decatur,GA,30034-2240,2801 Kelley Chapel Rd.,Decatur,GA,30034-2240,carolyn_j_benson@Dekalbschoolsga.org,(678) 874-1702,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7048007,-84.22547809999999"
CCLC-326,Rainbow World Childcare Center,Rockdale,921 O'Kelly Street,Conyers,GA,"30012",P.O. Box 80462,Conyers,GA,"30013",rainbowconyers@aol.com,(770) 761-6080,"90",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.6632418,-84.0177544"
CCLC-679,Ralph Bunche Elementary,Cherokee,400 Belletta Dr.,Canton,GA,"30114",400 Belletta Dr.,Canton,GA,"30114",Victoria.Thom@cherokee.k12.ga.us,(770) 721-5370,"76",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,17:30:00,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SACS,Child Care Learning Center,CCLC,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.2602521,-84.48878239999999"
